"","site_code","year_min","year_max","X","unique.id","trt_year","trt_year.x","trt.xy","trt.x","trt_year.y","trt.y","year.xy","year.y","block","plot","plot.x","plot.y","site.year.id","site.year.id.x","site.year.id.y","year.x","SRE.L","SRE.G","SIE.L","SIE.G","CDE","SL","SG","SR","CE","x.func","y.func","x.rich","y.rich","c.rich","s.loss","s.gain","s.loss.n","year.y.m"
"1","ahth.is","0",3,6,"ahth.is_0 ahth.is_1_Control_0 Control_1_1 1_1 1","Control_0 Control_1","Control_0","Control_Control","Control","Control_1","Control","0_1",1,"1 1","1 1","1","1","ahth.is_0 ahth.is_1","ahth.is_0","ahth.is_1","0",-1.688125,0,0.997805555555557,0,-1.52048611111111,-0.690319444444445,0,-1.688125,-0.522680555555557,2.701,0.490194444444445,8,3,3,5,0,-5,-3.78587625526401
"2","ahth.is","0",3,18,"ahth.is_0 ahth.is_1_NPK_0 NPK_1_1 1_3 3","NPK_0 NPK_1","NPK_0","NPK_NPK","NPK","NPK_1","NPK","0_1",1,"1 1","3 3","3","3","ahth.is_0 ahth.is_1","ahth.is_0","ahth.is_1","0",-21.6559375,4.6394,16.8151570350581,4.79585,-27.6454695350581,-4.84078046494189,9.43525,-17.0165375,-6.03446249999999,34.6495,11.5985,8,5,3,5,2,-5,-3.78587625526401
"3","ahth.is","0",3,30,"ahth.is_0 ahth.is_1_Control_0 Control_1_2 2_11 11","Control_0 Control_1","Control_0","Control_Control","Control","Control_1","Control","0_1",1,"2 2","11 11","11","11","ahth.is_0 ahth.is_1","ahth.is_0","ahth.is_1","0",-11.1765,1.1926875,8.69630571428572,-0.412520833333334,-26.0134723809524,-2.48019428571428,0.780166666666666,-9.98381250000001,-17.7296875,37.255,9.5415,10,8,7,3,1,-3,-3.78587625526401
"4","ahth.is","0",3,42,"ahth.is_0 ahth.is_1_NPK_0 NPK_1_2 2_13 13","NPK_0 NPK_1","NPK_0","NPK_NPK","NPK","NPK_1","NPK","0_1",1,"2 2","13 13","13","13","ahth.is_0 ahth.is_1","ahth.is_0","ahth.is_1","0",-8.00764285714286,16.2564,-4.34340476190476,-5.22376514314417,9.72791276219181,-12.3510476190476,11.0326348568559,8.24875714285717,0.160742857142873,18.6845,27.0940000000001,7,10,4,3,6,-3,-3.78587625526401
"5","ahth.is","0",3,54,"ahth.is_0 ahth.is_1_Control_0 Control_1_3 3_21 21","Control_0 Control_1","Control_0","Control_Control","Control","Control_1","Control","0_1",1,"3 3","21 21","21","21","ahth.is_0 ahth.is_1","ahth.is_0","ahth.is_1","0",-0.500666666666666,0,0.315666666666666,0,6.5585,-0.185,0,-0.500666666666666,6.87416666666667,1.1265,7.5,9,5,5,4,0,-4,-3.78587625526401
"6","ahth.is","0",3,66,"ahth.is_0 ahth.is_1_NPK_0 NPK_1_3 3_23 23","NPK_0 NPK_1","NPK_0","NPK_NPK","NPK","NPK_1","NPK","0_1",1,"3 3","23 23","23","23","ahth.is_0 ahth.is_1","ahth.is_0","ahth.is_1","0",-23.884,4.233,5.9372588028169,-3.15167236467236,-25.5855864381446,-17.9467411971831,1.08132763532764,-19.651,-22.8,53.739,11.288,9,8,5,4,3,-4,-3.78587625526401
"7","ahth.is","0",3,138,"ahth.is_0 ahth.is_2_Control_0 Control_2_1 1_1 1","Control_0 Control_2","Control_0","Control_Control","Control","Control_2","Control","0_2",2,"1 1","1 1","1","1","ahth.is_0 ahth.is_2","ahth.is_0","ahth.is_2","0",-0.675250000000001,2.47066666666667,0.618611111111112,-2.02568723098996,4.32265945321218,-0.0566388888888888,0.44497943567671,1.79541666666667,2.91558333333333,2.701,7.412,8,9,6,2,3,-2,-2.78587625526401
"8","ahth.is","0",3,150,"ahth.is_0 ahth.is_2_NPK_0 NPK_2_1 1_3 3","NPK_0 NPK_2","NPK_0","NPK_NPK","NPK","NPK_2","NPK","0_2",2,"1 1","3 3","3","3","ahth.is_0 ahth.is_2","ahth.is_0","ahth.is_2","0",-21.6559375,3.69657142857143,13.0851562851518,0.75197023809524,-24.0582604518185,-8.57078121484815,4.44854166666667,-17.9593660714286,-10.2211339285714,34.6495,6.469,8,7,3,5,4,-5,-2.78587625526401
"9","ahth.is","0",3,162,"ahth.is_0 ahth.is_2_Control_0 Control_2_2 2_11 11","Control_0 Control_2","Control_0","Control_Control","Control","Control_2","Control","0_2",2,"2 2","11 11","11","11","ahth.is_0 ahth.is_2","ahth.is_0","ahth.is_2","0",-7.451,2.52927272727273,6.70156714285715,-2.14827272727273,-27.6125671428572,-0.749432857142858,0.381,-4.92172727272728,-23.0592727272727,37.255,9.274,10,11,8,2,3,-2,-2.78587625526401
"10","ahth.is","0",3,174,"ahth.is_0 ahth.is_2_NPK_0 NPK_2_2 2_13 13","NPK_0 NPK_2","NPK_0","NPK_NPK","NPK","NPK_2","NPK","0_2",2,"2 2","13 13","13","13","ahth.is_0 ahth.is_2","ahth.is_0","ahth.is_2","0",-8.00764285714286,24.5986363636363,-0.0930476190476174,-11.4952337233724,14.9677878359264,-8.10069047619048,13.103402640264,16.5909935064935,3.37950649350648,18.6845,38.655,7,11,4,3,7,-3,-2.78587625526401
"11","ahth.is","0",3,186,"ahth.is_0 ahth.is_2_Control_0 Control_2_3 3_21 21","Control_0 Control_2","Control_0","Control_Control","Control","Control_2","Control","0_2",2,"3 3","21 21","21","21","ahth.is_0 ahth.is_2","ahth.is_0","ahth.is_2","0",-0.250333333333333,0.940624999999999,0.0897857142857141,-0.311463719512195,0.662386338559814,-0.160547619047619,0.629161280487805,0.690291666666666,0.440708333333333,1.1265,2.2575,9,12,7,2,5,-2,-2.78587625526401
"12","ahth.is","0",3,198,"ahth.is_0 ahth.is_2_NPK_0 NPK_2_3 3_23 23","NPK_0 NPK_2","NPK_0","NPK_NPK","NPK","NPK_2","NPK","0_2",2,"3 3","23 23","23","23","ahth.is_0 ahth.is_2","ahth.is_0","ahth.is_2","0",-29.855,4.09642857142857,-10.8987684859155,-1.55124064765022,-9.79541943786286,-40.7537684859155,2.54518792377835,-25.7585714285714,-22.2454285714286,53.739,5.735,9,14,4,5,10,-5,-2.78587625526401
"13","ahth.is","0",3,270,"ahth.is_0 ahth.is_3_Control_0 Control_3_1 1_1 1","Control_0 Control_3","Control_0","Control_Control","Control","Control_3","Control","0_3",3,"1 1","1 1","1","1","ahth.is_0 ahth.is_3","ahth.is_0","ahth.is_3","0",-0.337625,6.01122,0.309305555555556,-5.49635170865279,16.8498511530972,-0.0283194444444444,0.514868291347207,5.673595,11.662805,2.701,20.0374,8,10,7,1,3,-1,-1.78587625526401
"14","ahth.is","0",3,282,"ahth.is_0 ahth.is_3_NPK_0 NPK_3_1 1_3 3","NPK_0 NPK_3","NPK_0","NPK_NPK","NPK","NPK_3","NPK","0_3",3,"1 1","3 3","3","3","ahth.is_0 ahth.is_3","ahth.is_0","ahth.is_3","0",-17.32475,7.90594444444444,12.7015409636295,-1.44481247734758,-22.2567229307264,-4.62320903637046,6.46113196709686,-9.41880555555555,-10.9999944444444,34.6495,14.2307,8,9,4,4,5,-4,-1.78587625526401
"15","ahth.is","0",3,294,"ahth.is_0 ahth.is_3_Control_0 Control_3_2 2_11 11","Control_0 Control_3","Control_0","Control_Control","Control","Control_3","Control","0_3",3,"2 2","11 11","11","11","ahth.is_0 ahth.is_3","ahth.is_0","ahth.is_3","0",-3.7255,8.41467857142857,3.18275,-7.62343146616542,-13.9423971052632,-0.54275,0.791247105263158,4.68917857142857,-18.3830785714286,37.255,23.5611,10,14,9,1,5,-1,-1.78587625526401
"16","ahth.is","0",3,306,"ahth.is_0 ahth.is_3_NPK_0 NPK_3_2 2_13 13","NPK_0 NPK_3","NPK_0","NPK_NPK","NPK","NPK_3","NPK","0_3",3,"2 2","13 13","13","13","ahth.is_0 ahth.is_3","ahth.is_0","ahth.is_3","0",-5.33842857142857,36.1887625,-2.29,7.38385594262294,-1.99048987119438,-7.62842857142857,43.5726184426229,30.8503339285714,3.10336607142856,18.6845,52.6382,7,16,5,2,11,-2,-1.78587625526401
"17","ahth.is","0",3,318,"ahth.is_0 ahth.is_3_Control_0 Control_3_3 3_21 21","Control_0 Control_3","Control_0","Control_Control","Control","Control_3","Control","0_3",3,"3 3","21 21","21","21","ahth.is_0 ahth.is_3","ahth.is_0","ahth.is_3","0",-0.3755,2.33577272727273,0.192722943722943,-0.734782549634275,2.59398687863861,-0.182777056277056,1.60099017763846,1.96027272727273,2.05192727272728,1.1265,5.13870000000001,9,11,6,3,5,-3,-1.78587625526401
"18","ahth.is","0",3,330,"ahth.is_0 ahth.is_3_NPK_0 NPK_3_3 3_23 23","NPK_0 NPK_3","NPK_0","NPK_NPK","NPK","NPK_3","NPK","0_3",3,"3 3","23 23","23","23","ahth.is_0 ahth.is_3","ahth.is_0","ahth.is_3","0",-17.913,25.67328,4.07084375,-1.94606060958156,-20.8352631404185,-13.84215625,23.7272193904184,7.76027999999996,-18.71048,53.739,42.7887999999999,9,15,6,3,9,-3,-1.78587625526401
"19","arch.us","0",5,402,"arch.us_0 arch.us_1_Control_0 Control_1_1 1_1 1","Control_0 Control_1","Control_0","Control_Control","Control","Control_1","Control","0_1",1,"1 1","1 1","1","1","arch.us_0 arch.us_1","arch.us_0","arch.us_1","0",-51.4,99.04375,48.7888888888889,26.1854078947368,145.056953216374,-2.61111111111111,125.229157894737,47.64375,220.03125,128.5,396.175,10,8,6,4,2,-4,-3.78587625526401
"20","arch.us","0",5,414,"arch.us_0 arch.us_1_NPK_0 NPK_1_1 1_8 8","NPK_0 NPK_1","NPK_0","NPK_NPK","NPK","NPK_1","NPK","0_1",1,"1 1","8 8","8","8","arch.us_0 arch.us_1","arch.us_0","arch.us_1","0",-47.25,351.034545454545,43.5271084337349,-257.318872377622,717.852218489342,-3.72289156626506,93.7156730769231,303.784545454545,504.060454545454,157.5,965.345,10,11,7,3,4,-3,-3.78587625526401
"21","arch.us","0",5,426,"arch.us_0 arch.us_1_Control_0 Control_1_2 2_11 11","Control_0 Control_1","Control_0","Control_Control","Control","Control_1","Control","0_1",1,"2 2","11 11","11","11","arch.us_0 arch.us_1","arch.us_0","arch.us_1","0",0,229.347272727273,0,-20.1551298701299,121.770044642857,0,209.192142857143,229.347272727273,101.614914772727,89.5078125,420.47,5,11,5,0,6,0,-3.78587625526401
"22","arch.us","0",5,438,"arch.us_0 arch.us_1_NPK_0 NPK_1_2 2_18 18","NPK_0 NPK_1","NPK_0","NPK_NPK","NPK","NPK_1","NPK","0_1",1,"2 2","18 18","18","18","arch.us_0 arch.us_1","arch.us_0","arch.us_1","0",-13.9285714285714,122.80125,11.0433255269321,-76.7149788135593,350.503974715199,-2.88524590163934,46.0862711864407,108.872678571429,284.832321428571,97.5000000000001,491.205,7,8,6,1,2,-1,-3.78587625526401
"23","arch.us","0",5,450,"arch.us_0 arch.us_1_Control_0 Control_1_3 3_21 21","Control_0 Control_1","Control_0","Control_Control","Control","Control_1","Control","0_1",1,"3 3","21 21","21","21","arch.us_0 arch.us_1","arch.us_0","arch.us_1","0",-111.066666666666,75.8384615384616,59.5895238095237,-58.6974089068827,110.786090225565,-51.4771428571428,17.1410526315789,-35.2282051282048,111.678205128206,416.499999999999,492.950000000001,15,13,11,4,2,-4,-3.78587625526401
"24","arch.us","0",5,462,"arch.us_0 arch.us_1_NPK_0 NPK_1_3 3_28 28","NPK_0 NPK_1","NPK_0","NPK_NPK","NPK","NPK_1","NPK","0_1",1,"3 3","28 28","28","28","arch.us_0 arch.us_1","arch.us_0","arch.us_1","0",-51.75,53.063,39.5755583126551,-46.118703125,628.675144812345,-12.1744416873449,6.944296875,1.31300000000001,622.132,172.5,795.945,20,15,14,6,1,-6,-3.78587625526401
"25","arch.us","0",5,534,"arch.us_0 arch.us_2_Control_0 Control_2_1 1_1 1","Control_0 Control_2","Control_0","Control_Control","Control","Control_2","Control","0_2",2,"1 1","1 1","1","1","arch.us_0 arch.us_2","arch.us_0","arch.us_2","0",-89.9500000000001,187.8,7.92777777777779,-171.229411764706,406.451633986928,-82.0222222222223,16.5705882352941,97.85,243.15,128.5,469.5,10,5,3,7,2,-7,-2.78587625526401
"26","arch.us","0",5,546,"arch.us_0 arch.us_2_NPK_0 NPK_2_1 1_8 8","NPK_0 NPK_2","NPK_0","NPK_NPK","NPK","NPK_2","NPK","0_2",2,"1 1","8 8","8","8","arch.us_0 arch.us_2","arch.us_0","arch.us_2","0",-110.25,368.4,51.1815443592552,-247.591919191919,701.760374832664,-59.0684556407447,120.808080808081,258.15,505.35,157.5,921,10,5,3,7,2,-7,-2.78587625526401
"27","arch.us","0",5,558,"arch.us_0 arch.us_2_Control_0 Control_2_2 2_11 11","Control_0 Control_2","Control_0","Control_Control","Control","Control_2","Control","0_2",2,"2 2","11 11","11","11","arch.us_0 arch.us_2","arch.us_0","arch.us_2","0",-53.7046875,128.25,17.5875,-86.1388888888889,75.4982638888889,-36.1171875,42.1111111111111,74.5453125,6.94687500000002,89.5078125,171,5,8,2,3,6,-3,-2.78587625526401
"28","arch.us","0",5,570,"arch.us_0 arch.us_2_NPK_0 NPK_2_2 2_18 18","NPK_0 NPK_2","NPK_0","NPK_NPK","NPK","NPK_2","NPK","0_2",2,"2 2","18 18","18","18","arch.us_0 arch.us_2","arch.us_0","arch.us_2","0",-41.7857142857143,30.1,18.3168618266979,-11.2337209302326,57.6025733892489,-23.4688524590164,18.8662790697674,-11.6857142857143,64.6857142857142,97.5000000000001,150.5,7,5,4,3,1,-3,-2.78587625526401
"29","arch.us","0",5,582,"arch.us_0 arch.us_2_Control_0 Control_2_3 3_21 21","Control_0 Control_2","Control_0","Control_Control","Control","Control_2","Control","0_2",2,"3 3","21 21","21","21","arch.us_0 arch.us_2","arch.us_0","arch.us_2","0",-194.366666666666,29,92.658095238095,3.1176470588235,-85.9090756302516,-101.708571428571,32.1176470588235,-165.366666666666,9.86666666666699,416.499999999999,261,15,9,8,7,1,-7,-2.78587625526401
"30","arch.us","0",5,594,"arch.us_0 arch.us_2_NPK_0 NPK_2_3 3_28 28","NPK_0 NPK_2","NPK_0","NPK_NPK","NPK","NPK_2","NPK","0_2",2,"3 3","28 28","28","28","arch.us_0 arch.us_2","arch.us_0","arch.us_2","0",-120.75,32.9285714285715,44.0465260545905,-10.7126623376624,112.487564854501,-76.7034739454095,22.2159090909091,-87.8214285714285,145.821428571429,172.5,230.500000000001,20,7,6,14,1,-14,-2.78587625526401
"31","arch.us","0",5,666,"arch.us_0 arch.us_3_Control_0 Control_3_1 1_1 1","Control_0 Control_3","Control_0","Control_Control","Control","Control_3","Control","0_3",3,"1 1","1 1","1","1","arch.us_0 arch.us_3","arch.us_0","arch.us_3","0",-64.25,49.9510869565217,-8.89444444444444,-33.4836956521739,227.883574879227,-73.1444444444445,16.4673913043478,-14.2989130434784,185.505434782608,128.5,299.70652173913,10,6,5,5,1,-5,-1.78587625526401
"32","arch.us","0",5,678,"arch.us_0 arch.us_3_NPK_0 NPK_3_1 1_8 8","NPK_0 NPK_3","NPK_0","NPK_NPK","NPK","NPK_3","NPK","0_3",3,"1 1","8 8","8","8","arch.us_0 arch.us_3","arch.us_0","arch.us_3","0",-94.5,82.7,36.3622672508215,-33.3127450980392,264.750477847218,-58.1377327491785,49.3872549019608,-11.8,267.8,157.5,413.5,10,5,4,6,1,-6,-1.78587625526401
"33","arch.us","0",5,690,"arch.us_0 arch.us_3_Control_0 Control_3_2 2_11 11","Control_0 Control_3","Control_0","Control_Control","Control","Control_3","Control","0_3",3,"2 2","11 11","11","11","arch.us_0 arch.us_3","arch.us_0","arch.us_3","0",-17.9015625,113.333333333333,-10.3640625,-73.8333333333333,103.2578125,-28.265625,39.5,95.4317708333333,19.0604166666667,89.5078125,204,5,9,4,1,5,-1,-1.78587625526401
"34","arch.us","0",5,702,"arch.us_0 arch.us_3_NPK_0 NPK_3_2 2_18 18","NPK_0 NPK_3","NPK_0","NPK_NPK","NPK","NPK_3","NPK","0_3",3,"2 2","18 18","18","18","arch.us_0 arch.us_3","arch.us_0","arch.us_3","0",-69.6428571428572,423.25,8.20843091334896,-370.34375,757.528176229508,-61.4344262295082,52.90625,353.607142857143,395.392857142857,97.5000000000001,846.5,7,4,2,5,2,-5,-1.78587625526401
"35","arch.us","0",5,714,"arch.us_0 arch.us_3_Control_0 Control_3_3 3_21 21","Control_0 Control_3","Control_0","Control_Control","Control","Control_3","Control","0_3",3,"3 3","21 21","21","21","arch.us_0 arch.us_3","arch.us_0","arch.us_3","0",-222.133333333333,35.3125,110.753333333333,3.61057692307695,-61.5430769230767,-111.38,38.9230769230769,-186.820833333333,52.8208333333333,416.499999999999,282.5,15,8,7,8,1,-8,-1.78587625526401
"36","arch.us","0",5,726,"arch.us_0 arch.us_3_NPK_0 NPK_3_3 3_28 28","NPK_0 NPK_3","NPK_0","NPK_NPK","NPK","NPK_3","NPK","0_3",3,"3 3","28 28","28","28","arch.us_0 arch.us_3","arch.us_0","arch.us_3","0",-129.375,128.571428571428,49.7792183622828,-104.183084344849,332.707437411137,-79.5957816377171,24.3883442265794,-0.803571428571644,278.303571428571,172.5,449.999999999999,20,7,5,15,2,-15,-1.78587625526401
"37","arch.us","0",5,798,"arch.us_0 arch.us_4_Control_0 Control_4_1 1_1 1","Control_0 Control_4","Control_0","Control_Control","Control","Control_4","Control","0_4",4,"1 1","1 1","1","1","arch.us_0 arch.us_4","arch.us_0","arch.us_4","0",-102.8,136.052631578948,20.2555555555556,-131.71052631579,357.860233918129,-82.5444444444445,4.34210526315789,33.2526315789474,246.405263157895,128.5,408.157894736843,10,3,2,8,1,-8,-0.78587625526401
"38","arch.us","0",5,810,"arch.us_0 arch.us_4_NPK_0 NPK_4_1 1_8 8","NPK_0 NPK_4","NPK_0","NPK_NPK","NPK","NPK_4","NPK","0_4",4,"1 1","8 8","8","8","arch.us_0 arch.us_4","arch.us_0","arch.us_4","0",-126,89.3150183150182,65.2951807228916,-82.0732600732599,163.908115980405,-60.7048192771084,7.24175824175823,-36.6849816849818,147.130036630036,157.5,267.945054945054,10,3,2,8,1,-8,-0.78587625526401
"39","arch.us","0",5,822,"arch.us_0 arch.us_4_Control_0 Control_4_2 2_11 11","Control_0 Control_4","Control_0","Control_Control","Control","Control_4","Control","0_4",4,"2 2","11 11","11","11","arch.us_0 arch.us_4","arch.us_0","arch.us_4","0",-17.9015625,122.777777777778,-10.3640625,-99.0590277777778,136.0390625,-28.265625,23.71875,104.876215277778,26.6159722222222,89.5078125,221,5,9,4,1,5,-1,-0.78587625526401
"40","arch.us","0",5,834,"arch.us_0 arch.us_4_NPK_0 NPK_4_2 2_18 18","NPK_0 NPK_4","NPK_0","NPK_NPK","NPK","NPK_4","NPK","0_4",4,"2 2","18 18","18","18","arch.us_0 arch.us_4","arch.us_0","arch.us_4","0",-41.7857142857143,153.666666666667,-10.1487119437939,-47.6563573883161,309.424116951158,-51.9344262295082,106.010309278351,111.880952380953,251.619047619048,97.5000000000001,461.000000000001,7,6,4,3,2,-3,-0.78587625526401
"41","arch.us","0",5,846,"arch.us_0 arch.us_4_Control_0 Control_4_3 3_21 21","Control_0 Control_4","Control_0","Control_Control","Control","Control_4","Control","0_4",4,"3 3","21 21","21","21","arch.us_0 arch.us_4","arch.us_0","arch.us_4","0",-249.9,81.2499999999999,99.8342857142854,8.7008692365836,-31.3851549508691,-150.065714285714,89.9508692365835,-168.65,77.1499999999999,416.499999999999,325,15,8,6,9,2,-9,-0.78587625526401
"42","arch.us","0",5,858,"arch.us_0 arch.us_4_NPK_0 NPK_4_3 3_28 28","NPK_0 NPK_4","NPK_0","NPK_NPK","NPK","NPK_4","NPK","0_4",4,"3 3","28 28","28","28","arch.us_0 arch.us_4","arch.us_0","arch.us_4","0",-138,391.285714285714,45.3888337468982,-299.750626566416,741.576078533804,-92.6111662531017,91.5350877192981,253.285714285714,487.214285714286,172.5,913,20,7,4,16,3,-16,-0.78587625526401
"43","arch.us","0",5,930,"arch.us_0 arch.us_5_Control_0 Control_5_1 1_1 1","Control_0 Control_5","Control_0","Control_Control","Control","Control_5","Control","0_5",5,"1 1","1 1","1","1","arch.us_0 arch.us_5","arch.us_0","arch.us_5","0",-89.9500000000001,0,43.9611111111112,0,285.413417190775,-45.9888888888889,0,-89.9500000000001,329.374528301886,128.5,367.924528301886,10,3,3,7,0,-7,0.21412374473599
"44","arch.us","0",5,942,"arch.us_0 arch.us_5_NPK_0 NPK_5_1 1_8 8","NPK_0 NPK_5","NPK_0","NPK_NPK","NPK","NPK_5","NPK","0_5",5,"1 1","8 8","8","8","arch.us_0 arch.us_5","arch.us_0","arch.us_5","0",-110.25,0,50.4759036144579,0,572.615272856131,-59.7740963855421,0,-110.25,623.091176470588,157.5,670.341176470588,10,3,3,7,0,-7,0.21412374473599
"45","arch.us","0",5,954,"arch.us_0 arch.us_5_Control_0 Control_5_2 2_11 11","Control_0 Control_5","Control_0","Control_Control","Control","Control_5","Control","0_5",5,"2 2","11 11","11","11","arch.us_0 arch.us_5","arch.us_0","arch.us_5","0",0,191.454545454545,0,-164.879545454545,234.9171875,0,26.575,191.454545454545,70.0376420454546,89.5078125,351,5,11,5,0,6,0,0.21412374473599
"46","arch.us","0",5,966,"arch.us_0 arch.us_5_NPK_0 NPK_5_2 2_18 18","NPK_0 NPK_5","NPK_0","NPK_NPK","NPK","NPK_5","NPK","0_5",5,"2 2","18 18","18","18","arch.us_0 arch.us_5","arch.us_0","arch.us_5","0",-69.6428571428572,51.6666666666667,16.864168618267,7.69503546099291,50.9169863969306,-52.7786885245902,59.3617021276596,-17.9761904761905,75.4761904761905,97.5000000000001,155,7,3,2,5,1,-5,0.21412374473599
"47","arch.us","0",5,978,"arch.us_0 arch.us_5_Control_0 Control_5_3 3_21 21","Control_0 Control_5","Control_0","Control_Control","Control","Control_5","Control","0_5",5,"3 3","21 21","21","21","arch.us_0 arch.us_5","arch.us_0","arch.us_5","0",-333.199999999999,136.25,42.4285714285713,108.25,174.771428571429,-290.771428571428,244.5,-196.95,325.45,416.499999999999,545,15,4,3,12,1,-12,0.21412374473599
"48","arch.us","0",5,990,"arch.us_0 arch.us_5_NPK_0 NPK_5_3 3_28 28","NPK_0 NPK_5","NPK_0","NPK_NPK","NPK","NPK_5","NPK","0_5",5,"3 3","28 28","28","28","arch.us_0 arch.us_5","arch.us_0","arch.us_5","0",-138,130.3,74.5476426799007,-124.435802469136,536.588159789235,-63.4523573200992,5.8641975308642,-7.69999999999993,486.7,172.5,651.5,20,5,4,16,1,-16,0.21412374473599
"49","azi.cn","0",4,1062,"azi.cn_0 azi.cn_1_Control_0 Control_1_1 1_1 1","Control_0 Control_1","Control_0","Control_Control","Control","Control_1","Control","0_1",1,"1 1","1 1","1","1","azi.cn_0 azi.cn_1","azi.cn_0","azi.cn_1","0",-112.560975609756,44.983039348711,92.8890374176941,2.83039348710996,-86.2534349422664,-19.671938192062,47.813432835821,-67.5779362610451,9.46599596253766,355,296.888059701493,41,33,28,13,5,-13,-3.78587625526401
"50","azi.cn","0",4,1074,"azi.cn_0 azi.cn_1_NPK_0 NPK_1_1 1_8 8","NPK_0 NPK_1","NPK_0","NPK_NPK","NPK","NPK_1","NPK","0_1",1,"1 1","8 8","8","8","azi.cn_0 azi.cn_1","azi.cn_0","azi.cn_1","0",-172.322647058824,138.488562091503,112.886843776019,-19.8948120915031,113.350582694569,-59.4358032828046,118.59375,-33.8340849673203,206.342614379085,450.69,623.198529411765,34,27,21,13,6,-13,-3.78587625526401
"51","azi.cn","0",4,1086,"azi.cn_0 azi.cn_1_Control_0 Control_1_2 2_11 11","Control_0 Control_1","Control_0","Control_Control","Control","Control_1","Control","0_1",1,"2 2","11 11","11","11","azi.cn_0 azi.cn_1","azi.cn_0","azi.cn_1","0",-141.447534678851,75.6572078704323,41.3585892610611,-65.8439298621336,172.727094750646,-100.08894541779,9.81327800829875,-65.7903268084186,148.241754149573,386.623261455526,469.07468879668,41,31,26,15,5,-15,-3.78587625526401
"52","azi.cn","0",4,1098,"azi.cn_0 azi.cn_1_NPK_0 NPK_1_2 2_18 18","NPK_0 NPK_1","NPK_0","NPK_NPK","NPK","NPK_1","NPK","0_1",1,"2 2","18 18","18","18","azi.cn_0 azi.cn_1","azi.cn_0","azi.cn_1","0",-53.7313582081024,139.059936908517,48.6015341980458,-73.0504731861199,279.79308065677,-5.12982401005657,66.0094637223975,85.328578700415,255.344141668696,354.626964173476,695.299684542587,33,35,28,5,7,-5,-3.78587625526401
"53","azi.cn","0",4,1110,"azi.cn_0 azi.cn_1_Control_0 Control_1_3 3_21 21","Control_0 Control_1","Control_0","Control_Control","Control","Control_1","Control","0_1",1,"3 3","21 21","21","21","azi.cn_0 azi.cn_1","azi.cn_0","azi.cn_1","0",-107.215431002048,100.398406374502,9.46793298775131,19.0756972111554,47.1358424918278,-97.7474980142971,119.474103585657,-6.8170246275464,75.6794726907346,370.380579825258,439.243027888446,38,35,27,11,8,-11,-3.78587625526401
"54","azi.cn","0",4,1122,"azi.cn_0 azi.cn_1_NPK_0 NPK_1_3 3_28 28","NPK_0 NPK_1","NPK_0","NPK_NPK","NPK","NPK_1","NPK","0_1",1,"3 3","28 28","28","28","azi.cn_0 azi.cn_1","azi.cn_0","azi.cn_1","0",-90.4759090909091,138.479988052569,60.3178857403796,-104.09109916368,277.292652980159,-30.1580233505294,34.3888888888889,48.0040789616596,233.519439556859,331.745,613.268518518518,33,31,24,9,7,-9,-3.78587625526401
"55","azi.cn","0",4,1194,"azi.cn_0 azi.cn_2_Control_0 Control_2_1 1_1 1","Control_0 Control_2","Control_0","Control_Control","Control","Control_2","Control","0_2",2,"1 1","1 1","1","1","azi.cn_0 azi.cn_2","azi.cn_0","azi.cn_2","0",-129.878048780488,49.7636508736559,91.0495197870981,-30.3792758736559,-27.0212105899436,-38.8285289933897,19.384375,-80.1143979068319,33.6490333234986,355,308.534635416667,41,31,26,15,5,-15,-2.78587625526401
"56","azi.cn","0",4,1206,"azi.cn_0 azi.cn_2_NPK_0 NPK_2_1 1_8 8","NPK_0 NPK_2","NPK_0","NPK_NPK","NPK","NPK_2","NPK","0_2",2,"1 1","8 8","8","8","azi.cn_0 azi.cn_2","azi.cn_0","azi.cn_2","0",-212.089411764706,140.195652173913,181.741852945176,-109.137525391724,193.499432037341,-30.3475588195295,31.0581267821891,-71.8937595907928,266.103759590793,450.69,644.9,34,23,18,16,5,-16,-2.78587625526401
"57","azi.cn","0",4,1218,"azi.cn_0 azi.cn_2_Control_0 Control_2_2 2_11 11","Control_0 Control_2","Control_0","Control_Control","Control","Control_2","Control","0_2",2,"2 2","11 11","11","11","azi.cn_0 azi.cn_2","azi.cn_0","azi.cn_2","0",-113.158027743081,46.7636363636364,30.2347325948327,-34.2716363636364,69.6080336927222,-82.923295148248,12.492,-66.3943913794444,65.5711299239185,386.623261455526,385.8,41,33,29,12,4,-12,-2.78587625526401
"58","azi.cn","0",4,1230,"azi.cn_0 azi.cn_2_NPK_0 NPK_2_2 2_18 18","NPK_0 NPK_2","NPK_0","NPK_NPK","NPK","NPK_2","NPK","0_2",2,"2 2","18 18","18","18","azi.cn_0 azi.cn_2","azi.cn_0","azi.cn_2","0",-107.462716416205,100.167179487179,66.6471601622764,-78.8717948717949,341.021669003529,-40.8155562539284,21.2953846153846,-7.29553692902533,328.797034294011,354.626964173476,676.128461538461,33,27,23,10,4,-10,-2.78587625526401
